"X1","X2","group"
1.17984757196361,3.13090000410662,"1"
-1.98808890551897,0.535053576998773,"1"
0.721776130510501,0.257175913172966,"1"
-1.14664983399071,-0.987786680213824,"1"
0.12648022619354,-0.417737314605397,"1"
-0.0730197333337472,-0.337014336273978,"1"
-0.626984820114554,-1.81470342054662,"1"
0.883324421659689,0.827650091503683,"1"
0.677225687035784,0.814389973772604,"1"
-0.965846705519873,-0.911628675277034,"1"
0.0158056194648396,-0.504692987324212,"1"
-0.180474799142503,0.798888706536127,"1"
-1.26176308559554,0.21126509077863,"1"
-1.31291206011754,0.703560075676343,"1"
0.409009612439704,-1.32027636344853,"1"
0.381989103659869,1.79737327582282,"1"
0.781191548807332,-0.643784065538324,"1"
0.598334932952179,0.332224607851369,"1"
-1.21927184776887,1.82703746186617,"1"
-0.818876757449818,-0.271075253269867,"1"
0.0857758099650019,0.340844899818081,"1"
-0.0697160399456212,-1.02283211412176,"1"
-1.72391955590007,-2.13695092424305,"1"
-0.795781726173698,1.01707217546097,"1"
-0.0207145362617399,0.950494076728841,"1"
-1.16678945568442,-0.476457565095509,"1"
0.223852861611384,0.691123149814206,"1"
1.33079327700693,-0.10278894666621,"1"
0.533381366212558,-0.817707244495388,"1"
0.481050454096206,-0.158556264936592,"1"
0.708676699261034,0.858506760949106,"1"
0.758618160199155,0.103685707281582,"1"
-0.786566552800647,-0.854567390691406,"1"
-0.397339878331767,0.366804373829818,"1"
1.01792195629051,-1.99513931748615,"1"
-0.404195329593801,-0.401533367060417,"1"
0.100710447501626,-0.518231709979828,"1"
-0.691558589914918,-1.72206268999231,"1"
0.674508145941368,0.8476546920123,"1"
-0.807494100703632,-0.47369408472277,"1"
1.9185714071569,-1.37887448441107,"1"
-0.121274392220577,0.028416808716787,"1"
1.49803781917134,0.712786712364015,"1"
0.292083157580081,0.66176568349505,"1"
0.745116891768154,0.98465434798143,"1"
0.280396689760328,-0.383910427130838,"1"
0.979410502154487,-0.0540518099594895,"1"
0.0893954473940163,0.119828279425661,"1"
0.163182196681466,-0.276085926308302,"1"
0.291399777553913,-0.710497251268898,"1"
-0.752033068690019,0.51537379616185,"1"
-1.25304034590404,-1.65160124936849,"1"
-1.10768643769087,0.806075958858472,"1"
-1.24804734636226,-2.45679674101654,"1"
