"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","group"
-0.84227773173539,-1.56193228849389,0.965241251621713,0.984887632455667,0.363572389039816,-0.826316807765342,0.539628251806887,-0.453309588667286,-0.294627332364019,0.653697110454604,"1"
1.84096333892231,0.875205945332443,0.557873049929261,-0.237453487307646,0.0248345075956173,-0.202742794744533,-1.01094751226051,-0.461793606046553,0.634657073720676,-2.65258521381229,"1"
3.90941938261642,-3.3885049028319,-2.98025481464278,-0.105797752225921,-1.63690742730744,-0.153281230070648,-5.72783224875745,-3.25777716666764,5.59836649475473,-5.31772076962262,"2"
3.55168278806346,-1.4583686579596,-0.900380390957475,4.06824148254816,-2.09638420500502,1.94351008069718,-2.11977995562889,-1.40845586405612,4.72898222533936,-6.24864286859397,"2"
2.97098472652435,0.980273079370092,-2.70158911265554,2.87043851393304,-1.19953402685451,1.20282231314806,-1.95913388549908,-3.05498115117087,2.65813968551911,-4.59356781461126,"2"
-0.730406067321631,1.18048499555219,1.69675504714033,0.959864562341218,0.918318507918874,-1.61836580615953,-0.223748743586211,-0.453309588667286,2.06024470147822,-2.06570120520238,"1"
2.10774578893307,-0.0501906734640705,0.135687395809653,1.00660372864294,-2.68376557770015,3.45029241756511,-0.433688753321989,-2.53064320711586,2.87494662352098,-7.36694191716918,"2"
1.818669247786,-1.86931250094657,-2.5337403598279,2.8807050344055,-2.33902285301946,1.09677403176001,-3.29659007740008,-3.05498115117087,3.82889814669716,-6.495360160653,"2"
1.21340421495666,1.6026958278379,-0.196095018260495,-0.489673783591543,-0.175393932310968,-0.00546050785161233,1.29484959738434,0.332527764556156,-0.133563360254795,-1.49372980820241,"1"
1.05758990251258,-2.05408140148629,-0.798781052654564,2.91903115047641,-1.15419809590902,-0.167125012499441,-0.232109489302995,2.1194261137436,0.367087822065294,0.653710754469121,"1"
3.85656460270943,-3.3885049028319,-1.00767834542287,4.0363444680708,-3.64332754420563,0.719503301423485,-3.60976932482466,-3.68693131296868,4.70652044008451,-6.29387979383852,"2"
1.83770659858847,-1.86931250094657,-2.5337403598279,2.30281225617414,-1.31231343361383,1.54520595171515,-0.977219588115031,-2.16698643590615,0.750735863763232,-6.53018122729702,"2"
3.89202429147406,-2.86552016853216,-1.05901418131926,2.20356919751605,-0.627597604511925,1.50283665935743,-1.98165869039806,-2.73037092699785,3.94048083163317,-5.679322898223,"2"
0.591234528103904,-0.573642774376211,-2.12931633703317,1.15117113720964,-0.116750400123476,-0.16993659936601,-3.18059549317602,-0.853387587145799,0.367087822065294,0.0571359712602354,"1"
1.34788051894065,-3.36801485124658,-2.3492388348273,1.18810104605322,-0.605678967606092,0.907469745926197,-0.509637945344815,-2.06536292520322,2.397814828232,-6.3613372676553,"2"
-0.387073349776818,-1.29057219417641,-0.196099744288151,0.666877015388235,-0.641362918795649,-0.167125012499441,1.30757824163489,-0.100953099100288,0.854073718913227,1.19365400436854,"1"
-0.337036795544483,-0.161969998729649,-0.2787010122074,0.715659619064752,1.41362973201716,0.338544054711567,-0.922613590648399,1.68367845353195,0.223790095362145,1.08690133619962,"1"
-0.899824691853194,-0.634267463340287,0.417120046177236,0.551920514295319,1.04020697801586,0.964481321460556,0.076563797785693,0.671427181924695,-0.310500784085452,-0.478864461216025,"1"
2.71072550555246,-1.70174769943999,-2.16017390590818,2.41919402355451,-2.2945801074594,1.73945830796638,-1.63323834830695,-4.77988360549808,5.21653511676179,-4.17439203354224,"2"
1.34944047228079,-3.36801485124658,-3.30784016919591,1.15117113720964,-1.15475441391082,-1.11060952753758,-3.18059549317602,-4.381511475426,4.02667133718382,-6.5886925416257,"2"
-0.195359102419195,0.255223566165276,-0.2787010122074,0.0778738689572998,0.645676254522127,-1.18165108073162,-1.12656998531083,1.62332429900437,0.634657073720676,0.381682230033519,"1"
-0.214542661994435,0.526801867555252,0.308259919346964,-0.311568506673944,0.291116381078057,-0.723826220621751,0.0739043721526707,1.2249732510261,-0.118128978176813,1.54904622366876,"1"
-0.195359102419195,1.42576648927625,-1.90389135282366,0.98880343097416,-0.909514164615197,0.300829417684916,1.14240998338197,-0.245446885915966,-0.67269959631144,-0.394526562108791,"1"
-0.35715253553621,0.861035486128351,-0.35752303581805,1.35251081458154,0.0729217773190481,0.300829417684916,-0.304295278168815,0.370250528845794,-1.5485123057413,0.784577281428027,"1"
5.71316211804829,-1.40923285929004,-0.646069666214783,1.53181853815009,-0.694562440658431,0.583946399226595,-3.92040999584249,-2.73037092699785,3.09699154995464,-6.7250561548559,"2"
-0.465935587121392,2.44217270091934,1.20203767592559,0.231685624928001,-0.175393932310968,0.532339919769435,0.281157000461489,0.332527764556156,-0.160536619190902,1.27374577763091,"1"
2.7078395605837,-2.54575203544002,-2.17857829765589,3.86537494385547,-2.71057073147239,0.405138438206781,-0.972024306457123,-2.16698643590615,5.37744178633937,-6.78355965435049,"2"
0.407307624279242,-0.782869189122329,0.452153773081499,0.679914455659791,1.04020697801586,1.78898921442528,-0.584996918233011,-0.457917297768712,-0.804309713416589,-0.540903258793557,"1"
-1.20778777726616,0.608812281870896,0.579087782414142,-0.788083578359474,-1.07721869866291,-2.69668689964934,-0.223748743586211,0.631742246295478,1.95023773241318,1.01261487243981,"1"
-1.41961845098467,0.483248191444103,-0.87695023911031,2.51381629377733,-0.392856837544254,1.80417952377332,-0.304295278168815,1.18726927246377,0.553090488079611,0.203254752089406,"1"
2.62608344393886,-2.49856323616356,-2.27524294555003,2.66004430161741,-1.7442851939901,-0.226041422823825,-1.42401163082651,-5.65292733142941,2.43302955799152,-7.15959327089015,"2"
1.83770659858847,-2.70172535344147,-2.3492388348273,3.58514468993609,-2.05736209820398,1.38556689590337,-2.34116463198084,-3.43866279815689,5.07998533777562,-4.08253261795167,"2"
3.89503422709383,-2.59054318263764,-1.55519272262733,3.51142497993453,-2.30352810578849,0.405138438206781,-0.972024306457123,-2.63427345698917,5.54710637023839,-7.75049601890667,"2"
-0.108896659823397,-0.144436912666267,-2.12931633703317,1.44812421998188,-2.07310881481184,1.10832363604972,-1.89742099427953,-2.6624941754791,3.66688382006812,-4.96814721654492,"2"
3.13368477043431,-2.34251811210151,-0.689083911919621,4.48600577256672,-2.09638420500502,1.50283665935743,-0.740638716416294,-2.77711528917298,5.46212710832437,-5.93645065542074,"2"
1.34944047228079,-3.36801485124658,-1.89178604803858,2.37074951516046,-3.33965471368795,1.41883422768189,-2.92787613810458,-4.44042793312856,2.43302955799152,-7.15819661747561,"2"
