"X1","X2"
-0.555841134754075,-0.256092192198247
-7.81989946130228,-5.14983892698576
-0.402884835299076,-0.723065969939874
-0.788602837850243,-1.18548008459731
1.65090746733669,-0.651949901695459
0.0945835281735714,-0.422496832339625
0.754053785184521,-0.499292017172261
-0.325931585531227,-0.865512862653374
-7.3834499577836,-3.04216147715909
0.18130347974915,0.215941568743973
-9.85219464847548,-2.27971852956687
-11.2645123004112,-3.13811594316525
-8.08191792942137,-4.98737027610303
0.56298953322048,-0.483780625708744
-0.325931585531227,1.14880761845109
-8.50940179121619,-2.0746740017986
-9.60234825907308,-3.64725573644573
-7.53799682517118,-4.62841385257957
0.32430434416138,-0.324685911490835
-1.46064007092482,0.739947510877334
-8.87291382946654,-3.92164490193243
-10.247082544698,-5.15701530032567
-10.2243113852946,-5.43531550901408
-0.57438868976327,-0.256092192198247
-8.33312688484946,-5.79168472964363
-9.36394169799661,-3.1659755279236
-0.284773007051009,-1.02642090030678
-9.35597313649424,-5.33183824384565
-0.220486561818751,1.90236182167893
0.516862044313609,0.368964527385086
-9.96554398971326,-5.95658257597033
0.332202578950118,-0.781536487054751
-7.3834499577836,-4.62841385257957
-0.284773007051009,-1.02642090030678
-1.06782370598685,-0.0450277248089203
-0.305962663739917,-1.01857538310709
-1.26015524475811,3.2410399349424
-8.86427523414079,-3.77426125812891
-1.13813693701195,-0.72889122929114
-0.220486561818751,1.90236182167893
-10.5109846813092,-5.43531550901408
-8.16950230633895,-4.62841385257957
-9.59421903661892,-3.70843959381583
1.22408179743946,-1.04917700666607
-10.2243113852946,-3.13811594316525
-9.20314736972894,-3.48487857744879
-9.01968497185926,-3.24677852673649
1.49606066984635,1.31241297643351
-8.565992373074,-3.99882606905648
-1.60153617357459,0.687916772975828
0.837787044494525,0.153373117836515
-7.53799682517118,-5.14983892698576
-7.91478418743107,-4.37333079313943
-0.710406563699301,-1.18548008459731
-9.15097420840264,-2.67393349512688
-9.26460921565738,-4.96758766537941
-1.13813693701195,-0.0450277248089203
-1.02600444830724,-0.72889122929114
-9.63908166656221,-3.09541233819816
-8.39337879159114,-2.0746740017986
-8.79406539931065,-5.44948278438016
